location_id,province,type,city,district,village,zip_code,description
170,DKI Jakarta,Kotamadya,Jakarta Timur,Matraman,Pal Meriam,13140,DKI Jakarta/Jakarta Timur/Matraman/Pal Meriam/13140
171,DKI Jakarta,Kotamadya,Jakarta Timur,Matraman,Kebon Manggis,13150,DKI Jakarta/Jakarta Timur/Matraman/Kebon Manggis/13150
172,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Kayu Putih,13210,DKI Jakarta/Jakarta Timur/Pulo Gadung/Kayu Putih/13210
173,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Jati,13220,DKI Jakarta/Jakarta Timur/Pulo Gadung/Jati/13220
174,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Rawamangun,13220,DKI Jakarta/Jakarta Timur/Pulo Gadung/Rawamangun/13220
175,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Pisangan Timur,13230,DKI Jakarta/Jakarta Timur/Pulo Gadung/Pisangan Timur/13230
176,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Cipinang,13240,DKI Jakarta/Jakarta Timur/Pulo Gadung/Cipinang/13240
177,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Jatinegara Kaum,13250,DKI Jakarta/Jakarta Timur/Pulo Gadung/Jatinegara Kaum/13250
178,DKI Jakarta,Kotamadya,Jakarta Timur,Pulo Gadung,Pulo Gadung,13260,DKI Jakarta/Jakarta Timur/Pulo Gadung/Pulo Gadung/13260
179,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Bali Mester,13310,DKI Jakarta/Jakarta Timur/Jatinegara/Bali Mester/13310
180,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Kampung Melayu,13320,DKI Jakarta/Jakarta Timur/Jatinegara/Kampung Melayu/13320
181,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Bidaracina,13330,DKI Jakarta/Jakarta Timur/Jatinegara/Bidaracina/13330
182,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Cipinang Cempedak,13340,DKI Jakarta/Jakarta Timur/Jatinegara/Cipinang Cempedak/13340
183,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Rawa Bunga,13350,DKI Jakarta/Jakarta Timur/Jatinegara/Rawa Bunga/13350
184,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Cipinang Besar Selatan,13410,DKI Jakarta/Jakarta Timur/Jatinegara/Cipinang Besar Selatan/13410
185,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Cipinang Besar Utara,13410,DKI Jakarta/Jakarta Timur/Jatinegara/Cipinang Besar Utara/13410
186,DKI Jakarta,Kotamadya,Jakarta Timur,Jatinegara,Cipinang Muara,13420,DKI Jakarta/Jakarta Timur/Jatinegara/Cipinang Muara/13420
187,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Pondok Bambu,13430,DKI Jakarta/Jakarta Timur/Duren Sawit/Pondok Bambu/13430
188,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Duren Sawit,13440,DKI Jakarta/Jakarta Timur/Duren Sawit/Duren Sawit/13440
189,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Pondok Kelapa,13450,DKI Jakarta/Jakarta Timur/Duren Sawit/Pondok Kelapa/13450
190,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Malaka Jaya,13460,DKI Jakarta/Jakarta Timur/Duren Sawit/Malaka Jaya/13460
191,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Malaka Sari,13460,DKI Jakarta/Jakarta Timur/Duren Sawit/Malaka Sari/13460
192,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Pondok Kopi,13460,DKI Jakarta/Jakarta Timur/Duren Sawit/Pondok Kopi/13460
193,DKI Jakarta,Kotamadya,Jakarta Timur,Duren Sawit,Klender,13470,DKI Jakarta/Jakarta Timur/Duren Sawit/Klender/13470
194,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Kramat Jati,13510,DKI Jakarta/Jakarta Timur/Kramat Jati/Kramat Jati/13510
195,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Batuampar,13520,DKI Jakarta/Jakarta Timur/Kramat Jati/Batuampar/13520
196,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Balekambang,13530,DKI Jakarta/Jakarta Timur/Kramat Jati/Balekambang/13530
197,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Kampung Tengah,13540,DKI Jakarta/Jakarta Timur/Kramat Jati/Kampung Tengah/13540
198,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Dukuh,13550,DKI Jakarta/Jakarta Timur/Kramat Jati/Dukuh/13550
199,DKI Jakarta,Kotamadya,Jakarta Timur,Makasar,Pinang Ranti,13560,DKI Jakarta/Jakarta Timur/Makasar/Pinang Ranti/13560
200,DKI Jakarta,Kotamadya,Jakarta Timur,Makasar,Makasar,13570,DKI Jakarta/Jakarta Timur/Makasar/Makasar/13570
201,DKI Jakarta,Kotamadya,Jakarta Timur,Makasar,Halim Perdana Kusumah,13610,DKI Jakarta/Jakarta Timur/Makasar/Halim Perdana Kusumah/13610
202,DKI Jakarta,Kotamadya,Jakarta Timur,Makasar,Cipinang Melayu,13620,DKI Jakarta/Jakarta Timur/Makasar/Cipinang Melayu/13620
203,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Cawang,13630,DKI Jakarta/Jakarta Timur/Kramat Jati/Cawang/13630
204,DKI Jakarta,Kotamadya,Jakarta Timur,Kramat Jati,Cililitan,13640,DKI Jakarta/Jakarta Timur/Kramat Jati/Cililitan/13640
205,DKI Jakarta,Kotamadya,Jakarta Timur,Makasar,Kebon Pala,13650,DKI Jakarta/Jakarta Timur/Makasar/Kebon Pala/13650
206,DKI Jakarta,Kotamadya,Jakarta Timur,Pasar Rebo,Pekayon,13710,DKI Jakarta/Jakarta Timur/Pasar Rebo/Pekayon/13710
207,DKI Jakarta,Kotamadya,Jakarta Timur,Ciracas,Cibubur,13720,DKI Jakarta/Jakarta Timur/Ciracas/Cibubur/13720
208,DKI Jakarta,Kotamadya,Jakarta Timur,Ciracas,Kelapa Dua Wetan,13730,DKI Jakarta/Jakarta Timur/Ciracas/Kelapa Dua Wetan/13730
209,DKI Jakarta,Kotamadya,Jakarta Timur,Ciracas,Ciracas,13740,DKI Jakarta/Jakarta Timur/Ciracas/Ciracas/13740
210,DKI Jakarta,Kotamadya,Jakarta Timur,Ciracas,Susukan,13750,DKI Jakarta/Jakarta Timur/Ciracas/Susukan/13750
211,DKI Jakarta,Kotamadya,Jakarta Timur,Pasar Rebo,Gedong,13760,DKI Jakarta/Jakarta Timur/Pasar Rebo/Gedong/13760
212,DKI Jakarta,Kotamadya,Jakarta Timur,Pasar Rebo,Cijantung,13770,DKI Jakarta/Jakarta Timur/Pasar Rebo/Cijantung/13770
213,DKI Jakarta,Kotamadya,Jakarta Timur,Pasar Rebo,Baru,13780,DKI Jakarta/Jakarta Timur/Pasar Rebo/Baru/13780
214,DKI Jakarta,Kotamadya,Jakarta Timur,Pasar Rebo,Kalisari,13790,DKI Jakarta/Jakarta Timur/Pasar Rebo/Kalisari/13790
215,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Lubang Buaya,13810,DKI Jakarta/Jakarta Timur/Cipayung/Lubang Buaya/13810
216,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Ceger,13820,DKI Jakarta/Jakarta Timur/Cipayung/Ceger/13820
217,DKI Jakarta,Kotamadya,Jakarta Timur,Ciracas,Rambutan,13830,DKI Jakarta/Jakarta Timur/Ciracas/Rambutan/13830
218,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Cipayung,13840,DKI Jakarta/Jakarta Timur/Cipayung/Cipayung/13840
219,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Munjul,13850,DKI Jakarta/Jakarta Timur/Cipayung/Munjul/13850
220,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Pondok Rangon,13860,DKI Jakarta/Jakarta Timur/Cipayung/Pondok Rangon/13860
221,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Cilangkap,13870,DKI Jakarta/Jakarta Timur/Cipayung/Cilangkap/13870
222,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Setu,13880,DKI Jakarta/Jakarta Timur/Cipayung/Setu/13880
223,DKI Jakarta,Kotamadya,Jakarta Timur,Cipayung,Bambu Apus,13890,DKI Jakarta/Jakarta Timur/Cipayung/Bambu Apus/13890
224,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Cakung Barat,13910,DKI Jakarta/Jakarta Timur/Cakung/Cakung Barat/13910
225,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Cakung Timur,13910,DKI Jakarta/Jakarta Timur/Cakung/Cakung Timur/13910
226,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Rawa Terate,13920,DKI Jakarta/Jakarta Timur/Cakung/Rawa Terate/13920
227,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Jatinegara,13930,DKI Jakarta/Jakarta Timur/Cakung/Jatinegara/13930
228,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Penggilingan,13940,DKI Jakarta/Jakarta Timur/Cakung/Penggilingan/13940
229,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Pulo Gebang,13950,DKI Jakarta/Jakarta Timur/Cakung/Pulo Gebang/13950
230,DKI Jakarta,Kotamadya,Jakarta Timur,Cakung,Ujung Menteng,13960,DKI Jakarta/Jakarta Timur/Cakung/Ujung Menteng/13960
231,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Kali Baru,14110,DKI Jakarta/Jakarta Utara/Cilincing/Kali Baru/14110
232,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Cilincing,14120,DKI Jakarta/Jakarta Utara/Cilincing/Cilincing/14120
233,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Semper Barat,14130,DKI Jakarta/Jakarta Utara/Cilincing/Semper Barat/14130
234,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Semper Timur,14130,DKI Jakarta/Jakarta Utara/Cilincing/Semper Timur/14130
235,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Rorotan,14140,DKI Jakarta/Jakarta Utara/Cilincing/Rorotan/14140
236,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Sukapura,14140,DKI Jakarta/Jakarta Utara/Cilincing/Sukapura/14140
237,DKI Jakarta,Kotamadya,Jakarta Utara,Cilincing,Marunda,14150,DKI Jakarta/Jakarta Utara/Cilincing/Marunda/14150
238,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Koja Utara,14210,DKI Jakarta/Jakarta Utara/Koja/Koja Utara/14210
239,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Koja Selatan,14220,DKI Jakarta/Jakarta Utara/Koja/Koja Selatan/14220
240,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Rawa Badak Selatan,14230,DKI Jakarta/Jakarta Utara/Koja/Rawa Badak Selatan/14230
241,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Rawa Badak Utara,14230,DKI Jakarta/Jakarta Utara/Koja/Rawa Badak Utara/14230
242,DKI Jakarta,Kotamadya,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,14240,DKI Jakarta/Jakarta Utara/Kelapa Gading/Kelapa Gading Barat/14240
243,DKI Jakarta,Kotamadya,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,14240,DKI Jakarta/Jakarta Utara/Kelapa Gading/Kelapa Gading Timur/14240
244,DKI Jakarta,Kotamadya,Jakarta Utara,Kelapa Gading,Pegangsaan Dua,14250,DKI Jakarta/Jakarta Utara/Kelapa Gading/Pegangsaan Dua/14250
245,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Tugu Selatan,14260,DKI Jakarta/Jakarta Utara/Koja/Tugu Selatan/14260
246,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Tugu Utara,14260,DKI Jakarta/Jakarta Utara/Koja/Tugu Utara/14260
247,DKI Jakarta,Kotamadya,Jakarta Utara,Koja,Lagoa,14270,DKI Jakarta/Jakarta Utara/Koja/Lagoa/14270
248,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Tanjung Priok,14310,DKI Jakarta/Jakarta Utara/Tanjung Priok/Tanjung Priok/14310
249,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Kebon Bawang,14320,DKI Jakarta/Jakarta Utara/Tanjung Priok/Kebon Bawang/14320
250,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Sungai Bambu,14330,DKI Jakarta/Jakarta Utara/Tanjung Priok/Sungai Bambu/14330
251,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Papanggo,14340,DKI Jakarta/Jakarta Utara/Tanjung Priok/Papanggo/14340
252,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Sunter Agung,14350,DKI Jakarta/Jakarta Utara/Tanjung Priok/Sunter Agung/14350
253,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Sunter Jaya,14360,DKI Jakarta/Jakarta Utara/Tanjung Priok/Sunter Jaya/14360
254,DKI Jakarta,Kotamadya,Jakarta Utara,Tanjung Priok,Warakas,14370,DKI Jakarta/Jakarta Utara/Tanjung Priok/Warakas/14370
255,DKI Jakarta,Kotamadya,Jakarta Utara,Pademangan,Pademangan Timur,14410,DKI Jakarta/Jakarta Utara/Pademangan/Pademangan Timur/14410
256,DKI Jakarta,Kotamadya,Jakarta Utara,Pademangan,Pademangan Barat,14420,DKI Jakarta/Jakarta Utara/Pademangan/Pademangan Barat/14420
257,DKI Jakarta,Kotamadya,Jakarta Utara,Pademangan,Ancol,14430,DKI Jakarta/Jakarta Utara/Pademangan/Ancol/14430
258,DKI Jakarta,Kotamadya,Jakarta Utara,Penjaringan,Penjaringan,14440,DKI Jakarta/Jakarta Utara/Penjaringan/Penjaringan/14440
259,DKI Jakarta,Kotamadya,Jakarta Utara,Penjaringan,Pejagalan,14450,DKI Jakarta/Jakarta Utara/Penjaringan/Pejagalan/14450
260,DKI Jakarta,Kotamadya,Jakarta Utara,Penjaringan,Pluit,14450,DKI Jakarta/Jakarta Utara/Penjaringan/Pluit/14450
261,DKI Jakarta,Kotamadya,Jakarta Utara,Penjaringan,Kapuk Muara,14460,DKI Jakarta/Jakarta Utara/Penjaringan/Kapuk Muara/14460
262,DKI Jakarta,Kotamadya,Jakarta Utara,Penjaringan,Kamal Muara,14470,DKI Jakarta/Jakarta Utara/Penjaringan/Kamal Muara/14470
263,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Untung Jawa,14510,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Selatan/Pulau Untung Jawa/14510
264,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Pari,14520,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Selatan/Pulau Pari/14520
265,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Tidung,14520,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Selatan/Pulau Tidung/14520
266,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Panggang,14530,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Utara/Pulau Panggang/14530
267,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Harapan,14540,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Utara/Pulau Harapan/14540
268,DKI Jakarta,Kabupaten,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Kelapa,14540,DKI Jakarta/Kepulauan Seribu/Kepulauan Seribu Utara/Pulau Kelapa/14540
269,Banten,Kotamadya,Tangerang Kota,Tangerang,Suka Asih,15111,Banten/Tangerang Kota/Tangerang/Suka Asih/15111
270,Banten,Kotamadya,Tangerang Kota,Tangerang,Sukarasa,15111,Banten/Tangerang Kota/Tangerang/Sukarasa/15111
271,Banten,Kotamadya,Tangerang Kota,Karawaci,Koang Jaya,15112,Banten/Tangerang Kota/Karawaci/Koang Jaya/15112
272,Banten,Kotamadya,Tangerang Kota,Karawaci,Nambo Jaya,15112,Banten/Tangerang Kota/Karawaci/Nambo Jaya/15112
273,Banten,Kotamadya,Tangerang Kota,Karawaci,Pabuaran Tumpeng,15112,Banten/Tangerang Kota/Karawaci/Pabuaran Tumpeng/15112
274,Banten,Kotamadya,Tangerang Kota,Karawaci,Pasar Baru,15112,Banten/Tangerang Kota/Karawaci/Pasar Baru/15112
275,Banten,Kotamadya,Tangerang Kota,Karawaci,Bugel,15113,Banten/Tangerang Kota/Karawaci/Bugel/15113
276,Banten,Kotamadya,Tangerang Kota,Karawaci,Gerendeng,15113,Banten/Tangerang Kota/Karawaci/Gerendeng/15113
277,Banten,Kotamadya,Tangerang Kota,Karawaci,Marga Sari,15113,Banten/Tangerang Kota/Karawaci/Marga Sari/15113
278,Banten,Kotamadya,Tangerang Kota,Karawaci,Suka Jadi,15113,Banten/Tangerang Kota/Karawaci/Suka Jadi/15113
279,Banten,Kotamadya,Tangerang Kota,Karawaci,Cimone,15114,Banten/Tangerang Kota/Karawaci/Cimone/15114
280,Banten,Kotamadya,Tangerang Kota,Karawaci,Pabuaran,15114,Banten/Tangerang Kota/Karawaci/Pabuaran/15114
281,Banten,Kotamadya,Tangerang Kota,Karawaci,Sumur Pancing (Pacing),15114,Banten/Tangerang Kota/Karawaci/Sumur Pancing (Pacing)/15114
282,Banten,Kotamadya,Tangerang Kota,Karawaci,Bojong Jaya,15115,Banten/Tangerang Kota/Karawaci/Bojong Jaya/15115
283,Banten,Kotamadya,Tangerang Kota,Karawaci,Karawaci,15115,Banten/Tangerang Kota/Karawaci/Karawaci/15115
284,Banten,Kotamadya,Tangerang Kota,Karawaci,Cimone Jaya,15116,Banten/Tangerang Kota/Karawaci/Cimone Jaya/15116
285,Banten,Kotamadya,Tangerang Kota,Karawaci,Karawaci Baru,15116,Banten/Tangerang Kota/Karawaci/Karawaci Baru/15116
286,Banten,Kotamadya,Tangerang Kota,Karawaci,Nusa Jaya,15116,Banten/Tangerang Kota/Karawaci/Nusa Jaya/15116
287,Banten,Kotamadya,Tangerang Kota,Tangerang,Cikokol,15117,Banten/Tangerang Kota/Tangerang/Cikokol/15117
288,Banten,Kotamadya,Tangerang Kota,Tangerang,Kelapa Indah,15117,Banten/Tangerang Kota/Tangerang/Kelapa Indah/15117
289,Banten,Kotamadya,Tangerang Kota,Tangerang,Babakan,15118,Banten/Tangerang Kota/Tangerang/Babakan/15118
290,Banten,Kotamadya,Tangerang Kota,Tangerang,Sukasari,15118,Banten/Tangerang Kota/Tangerang/Sukasari/15118
291,Banten,Kotamadya,Tangerang Kota,Tangerang,Buaran Indah,15119,Banten/Tangerang Kota/Tangerang/Buaran Indah/15119
292,Banten,Kotamadya,Tangerang Kota,Tangerang,Tanah Tinggi,15119,Banten/Tangerang Kota/Tangerang/Tanah Tinggi/15119
293,Banten,Kotamadya,Tangerang Kota,Batuceper,Batu Jaya,15121,Banten/Tangerang Kota/Batuceper/Batu Jaya/15121
294,Banten,Kotamadya,Tangerang Kota,Batuceper,Batu Sari,15121,Banten/Tangerang Kota/Batuceper/Batu Sari/15121
295,Banten,Kotamadya,Tangerang Kota,Neglasari,Karang Anyar,15121,Banten/Tangerang Kota/Neglasari/Karang Anyar/15121
296,Banten,Kotamadya,Tangerang Kota,Neglasari,Karang Sari,15121,Banten/Tangerang Kota/Neglasari/Karang Sari/15121
297,Banten,Kotamadya,Tangerang Kota,Batuceper,Batu Ceper,15122,Banten/Tangerang Kota/Batuceper/Batu Ceper/15122
298,Banten,Kotamadya,Tangerang Kota,Batuceper,Kebon Besar,15122,Banten/Tangerang Kota/Batuceper/Kebon Besar/15122
299,Banten,Kotamadya,Tangerang Kota,Batuceper,Poris Gaga,15122,Banten/Tangerang Kota/Batuceper/Poris Gaga/15122
300,Banten,Kotamadya,Tangerang Kota,Batuceper,Poris Gaga Baru,15122,Banten/Tangerang Kota/Batuceper/Poris Gaga Baru/15122
301,Banten,Kotamadya,Tangerang Kota,Batuceper,Poris Jaya,15122,Banten/Tangerang Kota/Batuceper/Poris Jaya/15122
302,Banten,Kotamadya,Tangerang Kota,Benda,Belendung,15123,Banten/Tangerang Kota/Benda/Belendung/15123
303,Banten,Kotamadya,Tangerang Kota,Benda,Jurumudi,15124,Banten/Tangerang Kota/Benda/Jurumudi/15124
304,Banten,Kotamadya,Tangerang Kota,Benda,Jurumudi Baru,15124,Banten/Tangerang Kota/Benda/Jurumudi Baru/15124
305,Banten,Kotamadya,Tangerang Kota,Benda,Benda,15125,Banten/Tangerang Kota/Benda/Benda/15125
306,Banten,Kotamadya,Tangerang Kota,Benda,Pajang,15126,Banten/Tangerang Kota/Benda/Pajang/15126
307,Banten,Kotamadya,Tangerang Kota,Neglasari,Selapajang Jaya,15127,Banten/Tangerang Kota/Neglasari/Selapajang Jaya/15127
308,Banten,Kotamadya,Tangerang Kota,Neglasari,Kedaung Baru,15128,Banten/Tangerang Kota/Neglasari/Kedaung Baru/15128
309,Banten,Kotamadya,Tangerang Kota,Neglasari,Kedaung Wetan,15128,Banten/Tangerang Kota/Neglasari/Kedaung Wetan/15128
310,Banten,Kotamadya,Tangerang Kota,Neglasari,Mekar Sari,15129,Banten/Tangerang Kota/Neglasari/Mekar Sari/15129
311,Banten,Kotamadya,Tangerang Kota,Neglasari,Neglasari,15129,Banten/Tangerang Kota/Neglasari/Neglasari/15129
312,Banten,Kotamadya,Tangerang Kota,Periuk,Periuk,15131,Banten/Tangerang Kota/Periuk/Periuk/15131
313,Banten,Kotamadya,Tangerang Kota,Periuk,Periuk Jaya,15131,Banten/Tangerang Kota/Periuk/Periuk Jaya/15131
314,Banten,Kotamadya,Tangerang Kota,Periuk,Gebang Raya,15132,Banten/Tangerang Kota/Periuk/Gebang Raya/15132
315,Banten,Kotamadya,Tangerang Kota,Periuk,Sangiang Jaya,15132,Banten/Tangerang Kota/Periuk/Sangiang Jaya/15132
316,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Alam Jaya,15133,Banten/Tangerang Kota/Jatiuwung/Alam Jaya/15133
317,Banten,Kotamadya,Tangerang Kota,Periuk,Gembor,15133,Banten/Tangerang Kota/Periuk/Gembor/15133
318,Banten,Kotamadya,Tangerang Kota,Cibodas,Jatiuwung,15134,Banten/Tangerang Kota/Cibodas/Jatiuwung/15134
319,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Keroncong,15134,Banten/Tangerang Kota/Jatiuwung/Keroncong/15134
320,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Pasir Jaya,15135,Banten/Tangerang Kota/Jatiuwung/Pasir Jaya/15135
321,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Jatake,15136,Banten/Tangerang Kota/Jatiuwung/Jatake/15136
322,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Manis Jaya,15136,Banten/Tangerang Kota/Jatiuwung/Manis Jaya/15136
323,Banten,Kotamadya,Tangerang Kota,Jatiuwung,Gandasari,15137,Banten/Tangerang Kota/Jatiuwung/Gandasari/15137
324,Banten,Kotamadya,Tangerang Kota,Cibodas,Cibodas,15138,Banten/Tangerang Kota/Cibodas/Cibodas/15138
325,Banten,Kotamadya,Tangerang Kota,Cibodas,Cibodas Baru,15138,Banten/Tangerang Kota/Cibodas/Cibodas Baru/15138
326,Banten,Kotamadya,Tangerang Kota,Cibodas,Cibodas Sari,15138,Banten/Tangerang Kota/Cibodas/Cibodas Sari/15138
327,Banten,Kotamadya,Tangerang Kota,Cibodas,Uwung Jaya,15138,Banten/Tangerang Kota/Cibodas/Uwung Jaya/15138
328,Banten,Kotamadya,Tangerang Kota,Cibodas,Panunggangan Barat,15139,Banten/Tangerang Kota/Cibodas/Panunggangan Barat/15139
329,Banten,Kotamadya,Tangerang Kota,Cipondoh,Poris Plawad,15141,Banten/Tangerang Kota/Cipondoh/Poris Plawad/15141
330,Banten,Kotamadya,Tangerang Kota,Cipondoh,Poris Plawad Indah,15141,Banten/Tangerang Kota/Cipondoh/Poris Plawad Indah/15141
331,Banten,Kotamadya,Tangerang Kota,Cipondoh,Poris Plawad Utara,15141,Banten/Tangerang Kota/Cipondoh/Poris Plawad Utara/15141
332,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Cipete,15142,Banten/Tangerang Kota/Pinang (Penang)/Cipete/15142
333,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Pakojan,15142,Banten/Tangerang Kota/Pinang (Penang)/Pakojan/15142
334,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Panunggangan,15143,Banten/Tangerang Kota/Pinang (Penang)/Panunggangan/15143
335,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Panunggangan Timur,15143,Banten/Tangerang Kota/Pinang (Penang)/Panunggangan Timur/15143
336,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Panunggangan Utara,15143,Banten/Tangerang Kota/Pinang (Penang)/Panunggangan Utara/15143
337,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Kunciran,15144,Banten/Tangerang Kota/Pinang (Penang)/Kunciran/15144
338,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Kunciran Indah,15144,Banten/Tangerang Kota/Pinang (Penang)/Kunciran Indah/15144
339,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Kunciran Jaya,15144,Banten/Tangerang Kota/Pinang (Penang)/Kunciran Jaya/15144
340,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Nerogtog,15145,Banten/Tangerang Kota/Pinang (Penang)/Nerogtog/15145
341,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Pinang,15145,Banten/Tangerang Kota/Pinang (Penang)/Pinang/15145
342,Banten,Kotamadya,Tangerang Kota,Pinang (Penang),Sudimara Pinang,15145,Banten/Tangerang Kota/Pinang (Penang)/Sudimara Pinang/15145
343,Banten,Kotamadya,Tangerang Kota,Cipondoh,Gondrong,15146,Banten/Tangerang Kota/Cipondoh/Gondrong/15146
344,Banten,Kotamadya,Tangerang Kota,Cipondoh,Kenanga,15146,Banten/Tangerang Kota/Cipondoh/Kenanga/15146
345,Banten,Kotamadya,Tangerang Kota,Cipondoh,Ketapang,15147,Banten/Tangerang Kota/Cipondoh/Ketapang/15147
346,Banten,Kotamadya,Tangerang Kota,Cipondoh,Petir,15147,Banten/Tangerang Kota/Cipondoh/Petir/15147
347,Banten,Kotamadya,Tangerang Kota,Cipondoh,Cipondoh,15148,Banten/Tangerang Kota/Cipondoh/Cipondoh/15148
348,Banten,Kotamadya,Tangerang Kota,Cipondoh,Cipondoh Indah,15148,Banten/Tangerang Kota/Cipondoh/Cipondoh Indah/15148
349,Banten,Kotamadya,Tangerang Kota,Cipondoh,Cipondoh Makmur,15148,Banten/Tangerang Kota/Cipondoh/Cipondoh Makmur/15148
350,Banten,Kotamadya,Tangerang Kota,Ciledug,Sudimara Barat,15151,Banten/Tangerang Kota/Ciledug/Sudimara Barat/15151
351,Banten,Kotamadya,Tangerang Kota,Ciledug,Sudimara Jaya,15151,Banten/Tangerang Kota/Ciledug/Sudimara Jaya/15151
352,Banten,Kotamadya,Tangerang Kota,Ciledug,Sudimara Selatan,15151,Banten/Tangerang Kota/Ciledug/Sudimara Selatan/15151
